SLNo,BHK_Type,Property_Name,Property_Type,Beds,Bathroom,Balcony,Address,City,State_code,Country,Landmarks
6131,3,3BHK Multistorey Apartment for New Property in Nirala Estate Phase 2 at Sector 10 Noida Extension,Apartment,3,2,4,"Noida, Delhi N",Noida,Delhi N,India,Near yatharth hospital.
6132,3,"3BHK Multistorey Apartment for Resale in Jaypee Greens Imperial Court at Sector 128, Noida Express Way",Apartment,3,3,1,"Noida, Delhi N",Noida,Delhi N,India,jaypee sector 128 behind axis house noida gr. noida expressway.
6133,3,3BHK Multistorey Apartment for Resale in Antriksh Golf View 2 at Sector 78,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,ved ban park and metro station sector 102 and sector 50.
6134,3,3BHK Multistorey Apartment for Resale in Ivy County at Sector 75,Apartment,3,4,4,"Noida, Delhi N",Noida,Delhi N,India,sector 74 noida
6136,3,"3BHK Multistorey Apartment for Resale in Supertech Emerald Court at Sector 93A, Noida Express Way",Apartment,3,4,3,"Noida, Delhi N",Noida,Delhi N,India,noida greater noida expressway
6137,3,"3BHK Multistorey Apartment for New Property in Samridhi Luxuriya Avenue at Sector 150, Pusta Road",Apartment,3,3,4,"Noida, Delhi N",Noida,Delhi N,India,Swift access to places like Kalindi Kunj and DND flyway.
6138,2,"2BHK Multistorey Apartment for Resale in Paras Tierea at Sector 137, Noida Express Way",Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,walking
6139,3,3BHK Multistorey Apartment for Resale in  Gaur 11th Avenue at Noida Extension,Apartment,3,3,4,"Noida, Delhi NCR",Noida,Delhi NCR,India,Mahagun Mart
6140,4,4BHK Multistorey Apartment for Resale in 11th Avenue Gaur City 2 at Noida Extension,Apartment,4,3,4,"Noida, Delhi N",Noida,Delhi N,India,
6141,2,2BHK Multistorey Apartment for Resale in Habitech Panchtatva at Noida Extension,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6142,4,"4BHK Multistorey Apartment for Resale in Purvanchal Royal Park at Sector 137, Noida Express Way",Apartment,4,5,3,"Noida, Delhi N",Noida,Delhi N,India,near felix hospital
6143,1,1BHK Multistorey Apartment for New Property in Ulwe,Apartment,1,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Near by Bamandongri Station
6144,4,4BHK Multistorey Apartment for Resale in EDEN PALACE at Sector 16 Sanpada,Apartment,4,5,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"ITC Hotel, Palm Beach Galleria, City Centre Mall at 5 minutes driving distance. It is near to the local Station  the main market."
6145,3,3BHK Multistorey Apartment for Resale in Chhadva Avenue CHS at Kopar Khairane,Apartment,3,3,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Dmart
6146,2,2BHK Multistorey Apartment for Resale in Platinum Balaji Heights at Sector 18 Kamothe,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Near K K Cinema Kamothe Navi Mumbai
6147,1,1BHK Multistorey Apartment for New Property in Balaji Symphony at Panvel,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Shreyas hospital.
6148,1,1BHK Multistorey Apartment for Resale in Lodha Violet E AND F at Taloja,Apartment,1,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Near Xperia Mall, Shilphata Road"
6149,3,3BHK Multistorey Apartment for Resale in Galaxy Aura at Sector 6 Nerul,Apartment,3,3,5,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6150,1,1BHK Multistorey Apartment for Resale in Sector 16 Kharghar,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Vibgyor school.
6151,1,1BHK Multistorey Apartment for Resale in Qualitas Garden at Panvel,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Koproli gaon devi mandir.
6152,1,1BHK Multistorey Apartment for Resale in Simran Pride at Sector 30 Kharghar,Apartment,1,1,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Owe gaon market
6153,1,1BHK Multistorey Apartment for Resale in Sanpada,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Yogi hotel.
6154,2,2BHK Multistorey Apartment for Resale in Konnark River City at Koproli,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6155,1,1BHK Multistorey Apartment for Resale in Tulsi Sonata at Panvel,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Property Close to Karnala Sport Academy, and  Kalsekar Engg. College"
6156,1,1BHK Multistorey Apartment for Resale in Prakriti Sparsh at New Panvel,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Waje Road
6157,1,1BHK Multistorey Apartment for Resale in OM SAI RESIDENCY Kamothe at Sector 21 Kamothe,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6158,2,2BHK Multistorey Apartment for Resale in Rasayani,Apartment,2,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6159,1,1BHK Multistorey Apartment for Resale in Swarn Jeevan at Taloja,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Rto office.
6160,1,1BHK Multistorey Apartment for Resale in Sai Apartment at Nerul,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,State bank of india.
6161,3,3BHK Multistorey Apartment for Resale in Juhi Serenity at Ghansoli,Apartment,3,3,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Mcdonalds.
6162,1,1BHK Multistorey Apartment for Resale in Ambe Deep at Dronagiri,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Dronagiri Railway Station  Near Open Reserved plot for Garden,School,"
6163,2,2BHK Multistorey Apartment for Resale in Sector 2 Ulwe,Apartment,2,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,C p goenka international school.
6164,3,3BHK Multistorey Apartment for Resale in Sector 26 Vashi,Apartment,3,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6165,0, Studio Apartment for Resale in Seawoods,Studio Apartment,,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Malwani restaurant.
6166,2,2BHK Multistorey Apartment for Resale in Shikara Estates Phase II at Panvel,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Bank of baroda.
6167,2,2BHK Multistorey Apartment for Resale in K K Sapphire at Ulwe,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Satyam majestic.
6168,2,2BHK Multistorey Apartment for Resale in R S Regency at Kopar Khairane,Apartment,2,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Terna orchids the international school.
6169,1,1BHK Multistorey Apartment for New Property in Dronagiri,Apartment,1,1,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6170,3,3BHK Multistorey Apartment for Resale in Arihant Anshula at Taloja,Apartment,3,3,4,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Taloja Railway Station.
6171,1,1BHK Multistorey Apartment for Resale in Arihant Arshiya at Khopoli,Apartment,1,1,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6172,0, Studio Apartment for Resale in Sector 5 Sanpada,Studio Apartment,,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Golden palace.
6173,2,2BHK Multistorey Apartment for Resale in Misri Heights at Dronagiri,Apartment,2,2,4,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6174,3,3BHK Multistorey Apartment for Resale in Shree Vrindavan Co Operative Housing Society at Nerul West,Apartment,3,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Podar international school.
6175,3,3BHK Multistorey Apartment for Resale in Sai Yashaskaram at Kharghar,Apartment,3,3,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6176,2,2BHK Multistorey Apartment for New Property in Old Panvel,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Orion Mall 5min, old goa highway 0.1min, Panvel Station 5min, MTHL 15M"
6177,1,1BHK Multistorey Apartment for Resale in Nimbeshwar Garden at New Panvel,Apartment,1,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Dominos pizza hut store.
6178,1,1BHK Multistorey Apartment for Resale in Phase 1 Taloja,Apartment,1,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Taloja metro station.
6179,1,1BHK Multistorey Apartment for Resale in Kanhaigopal Complex CHS  at Kharghar,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Dtdc courier.
6180,1,1BHK Multistorey Apartment for Resale in Kharghar,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,B d somni international school.
6181,1,1BHK Multistorey Apartment for Resale in Balaji Mangal at New Panvel,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,St. George school
6182,2,2BHK Multistorey Apartment for Resale in L&T Seawoods Residences at Nerul,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Seawoods railway station.
6183,2,2BHK Multistorey Apartment for Resale in Grow More Tower at Kharghar,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Kharghar railway station.
6184,1,1BHK Multistorey Apartment for Resale in Today Global Anandam at Kharghar,Apartment,1,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Jio petrol pump.
6185,1,1BHK Multistorey Apartment for Resale in Airoli,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Sainath sports club ground.
6186,1,1BHK Multistorey Apartment for Resale in Sector 5 Ulwe,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,D mart point store.
6187,3,3BHK Multistorey Apartment for Resale in Lok Terraces CHS at Vashi,Apartment,3,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Near Mc Donalds
6188,1,1BHK Multistorey Apartment for Resale in Kharghar,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Maruti suzuki showroom.
6189,1,1BHK Multistorey Apartment for Resale in Airoli,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Ganpati temple.
6190,2,2BHK Multistorey Apartment for Resale in Hiranandani Fortune City at Panvel,Apartment,2,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Yotta centre.
6191,1,1BHK Multistorey Apartment for New Property in Gamiraj Imperial at Karanjade,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Little home school.
6192,2,2BHK Multistorey Apartment for Resale in Krishna Vandana CHS at Panvel,Apartment,2,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Near Pillai College, New Panvel"
6193,1,1BHK Multistorey Apartment for Resale in Phase 2 Taloja,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Taloja railway station.
6194,1,1BHK Multistorey Apartment for Resale in Nandanvan Society at Nerul,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6195,1,1BHK Multistorey Apartment for Resale in Tricity Luxuria at Sector 17 Khanda Colony,Apartment,1,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Amrut garden residential.
6196,2,2BHK Multistorey Apartment for Resale in Sai Prasad Residency at Khandeshhwar,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,K k cinema.
6197,2,2BHK Multistorey Apartment for Resale in Karanjade,Apartment,2,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Dolphin kids school.
6198,2,2BHK Multistorey Apartment for Resale in Sector 18 Ulwe,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6199,1,1BHK Multistorey Apartment for Resale in QN Greens at Taloja,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Siddhivinayak mahima.
6200,2,2BHK Multistorey Apartment for Resale in Sector 13 Kharghar,Apartment,2,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Kamdhenu commercial.
6201,1,1BHK Multistorey Apartment for Resale in Prayag Galaxy at New Panvel,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Dd vispute pharmacy college.
6202,1,1BHK Multistorey Apartment for Resale in Sector 21 Ulwe,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"D mart point store. 3 gardens in the 100mtr radius. super markets, Bus stop and schools on 300m. railway station and highway 500mtrs"
6203,1,1BHK Multistorey Apartment for Resale in Taloja,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,City heights.
6204,4,4BHK Multistorey Apartment for Resale in Balaji Amrit at Ulwe,Apartment,4,4,8,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Opposite AR Fitness, after Agri Koli Chowk, next to Oyster Marina"
6205,1,1BHK Multistorey Apartment for Resale in Shubh Swapna at Sector 19 Kamothe,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Criticare lifeline hospital.
6206,2,2BHK Multistorey Apartment for Resale in Balaji Symphony at Panvel,Apartment,2,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Mariaai  restaurant.
6207,1,1BHK Multistorey Apartment for Resale in Gamiraj Imperial at Karanjade,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,near Panvel and Khandeshwar railway station
6208,1,1BHK Multistorey Apartment for Resale in Sai Ram at Karanjade,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Krishnai villa.
6209,1,1BHK Multistorey Apartment for Resale in Panchnand Heights at Taloja,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Hdfc bank sector no 9 phase i taloja.
6210,2,2BHK Multistorey Apartment for Resale in Balaji Avenue Apartment at Kamothe,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Near Mumbai Pune highway
6211,1,1BHK Multistorey Apartment for Resale in Sector 14 Kopar Khairane,Apartment,1,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6212,1,1BHK Multistorey Apartment for Resale in Swaminarayan Heights at Karanjade,Apartment,1,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Karanjade police station.
6213,2,2BHK Multistorey Apartment for Resale in Triveni Society at Airoli,Apartment,2,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Welcome supermarket
6214,1,1BHK Multistorey Apartment for Resale in New Panvel,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Adai circle.
6215,1,1BHK Multistorey Apartment for Resale in Krishna Palace at Ulwe,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6216,2,2BHK Multistorey Apartment for Resale in Goodwill Mansion at Vashi,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Arihant sparsh.
6217,2,2BHK Multistorey Apartment for Resale in Panchnand Heights at Taloja,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6218,3,3BHK Multistorey Apartment for Resale in Shree Dharti Enclave at Kamothe,Apartment,3,3,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Hdfc bank.
6219,2,2BHK Multistorey Apartment for Resale in Siddhivinayak Solitaire at Kamothe,Apartment,2,3,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Bhoomi towers.
6220,1,1BHK Multistorey Apartment for Resale in Shree Krishna Apartment at Nerul,Apartment,1,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,palm beach road
6221,1,1BHK Multistorey Apartment for Resale in Payal Height at Taloja Panchanand,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Taloja railway station.
6222,3,3BHK Multistorey Apartment for Resale in Neelsidhi Splendour at CBD Belapur,Apartment,3,3,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6223,2,2BHK Multistorey Apartment for Resale in Arjun Residency at Sector 26 Taloja,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Taloja rto office.
6224,2,2BHK Multistorey Apartment for Resale in Moreshwar Heights at Kamothe,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,IDBI Bank
6225,2,2BHK Multistorey Apartment for Resale in MCCH Society,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6226,2,2BHK Multistorey Apartment for Resale in Bhagwati Belleza at Ulwe,Apartment,2,2,4,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6227,1,1BHK Multistorey Apartment for New Property in Sapphire Bliss at Taloja,Apartment,1,1,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Taloja railway station.
6228,1,1BHK Multistorey Apartment for Resale in Maruti Enclave CHS at Kharghar,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Shilp chowk.
6229,1,1BHK Multistorey Apartment for Resale in Oasis Nest at Ulwe,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Property is on prime location and its nearby Bamandongri Railway stat
6230,1,1BHK Multistorey Apartment for New Property in Gothivali Village,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Vibgyor high school.
6231,1,1BHK Multistorey Apartment for Resale in Airoli,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Sai baba mandir.
6232,1,1BHK Multistorey Apartment for Resale in Qualitas Garden at Panvel,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6233,2,2BHK Multistorey Apartment for Resale in Twins Hallmark at Kopar Khairane,Apartment,2,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6234,2,2BHK Multistorey Apartment for Resale in Signature Elite at Ulwe,Apartment,2,2,4,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Ramsheth Thakur International Stadium COMPLEX
6235,1,1BHK Multistorey Apartment for Resale in New Panvel,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Umroli ganesh mandir.
6236,5,5BHK Multistorey Apartment for Resale in Arihant Aalishan at Kharghar,Apartment,5,4,6,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,"Upcoming Navi Mumbai Corporate Park  1.5 Km, Sector 35 Metro Station."
6237,2,2BHK Multistorey Apartment for Resale in Rishikesh Heights at Taloja,Apartment,2,2,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6238,3,3BHK Multistorey Apartment for Resale in Millennium Avanish at Sector 10A Airoli,Apartment,3,3,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6239,2,2BHK Multistorey Apartment for Resale in Grand Arena at Ulwe,Apartment,2,2,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Morawe chok.
6240,2,2BHK Multistorey Apartment for Resale in Geecee Cloud 36 at Ghansoli,Apartment,2,2,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,
6241,1,1BHK Multistorey Apartment for Resale in Green Earth Residency at Panvel,Apartment,1,1,1,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Shantivan ashram.
6242,1,1BHK Multistorey Apartment for Resale in Ulwe,Apartment,1,1,2,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Malvan tadka restaurant.
6243,2,2BHK Multistorey Apartment for Resale in New Panvel East,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,School 5 minutes wakable distance.
6244,1,1BHK Multistorey Apartment for Resale in Kharghar,Apartment,1,1,,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Kamothe Sector 9 Near By Kamothe SBI Bank Navi Mumbai
6245,2,2BHK Multistorey Apartment for Resale in Kharghar,Apartment,2,2,3,"Navi Mumbai, Maharashtra",Navi Mumbai,Maharashtra,India,Shilp chowk.
