SLNo,Furnished_status,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
516,Unfurnished,South,,Freehold,0,11000000
517,,East,3 Covered,Freehold,0,36800000
518,Unfurnished,West,,Freehold,0,11000000
519,Semi-Furnished,North,"2 Covered, 2 Open",Freehold,20000000,215000000
520,Unfurnished,West,,Freehold,0,53200000
521,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,81600000
522,Semi-Furnished,North,1 Covered,Freehold,100000,12000000
523,Unfurnished,North,,,500000,16500000
524,Unfurnished,East,,Freehold,100000,15000000
525,Furnished,East,,Freehold,0,12500000
526,Unfurnished,East,2 Covered,Freehold,1500000,15000000
527,Furnished,West,2 Covered,Freehold,1000000,17500000
528,Semi-Furnished,North,"2 Covered, 2 Open",Freehold,0,50000000
529,Unfurnished,West,2 Covered,Freehold,0,18000000
530,Unfurnished,West,2 Covered,,0,39000000
531,Unfurnished,West,,Freehold,0,27500000
532,Unfurnished,North,,Freehold,0,21000000
533,Furnished,East,,Freehold,0,10000000
534,Furnished,,,Freehold,0,30000000
535,Semi-Furnished,North,,Freehold,0,23000000
536,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,14000000
537,Semi-Furnished,,,,20000000,200000000
538,Unfurnished,East,2 Covered,Freehold,0,18900000
539,Unfurnished,North - East,2 Covered,Freehold,1000000,32000000
540,Furnished,East,1 Covered,Freehold,0,10000000
541,Semi-Furnished,East,,Freehold,500000,11000000
542,Unfurnished,East,,,0,25000000
543,Unfurnished,East,,Power Of Attorney,1500000,22000000
544,Unfurnished,East,,Freehold,0,19000000
545,Furnished,West,,Freehold,500000,20000000
546,Unfurnished,North - West,,Freehold,0,16500000
547,Semi-Furnished,West,"1 Covered, 2 Open",Freehold,1000000,25000000
548,Unfurnished,West,,Freehold,0,16000000
549,Furnished,,,,0,59500000
550,Unfurnished,East,,Freehold,0,15000000
551,Unfurnished,North,"1 Covered, 1 Open",Freehold,0,12000000
552,Unfurnished,West,,Freehold,0,14500000
553,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,11000000
554,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,15000000
555,Furnished,,,,250000,25000000
556,Unfurnished,East,2 Covered,Freehold,500000,19600000
557,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,22500000
558,Unfurnished,,,,2500000,29000000
559,Unfurnished,East,,Freehold,0,20000000
560,Unfurnished,North - West,,Freehold,0,115000000
561,Unfurnished,East,2 Covered,Freehold,500000,15000000
562,Unfurnished,North,2 Covered,Freehold,0,12800000
563,Unfurnished,East,1 Covered,Freehold,100000,12200000
564,Furnished,East,1 Covered,Freehold,0,20000000
565,Unfurnished,West,,Freehold,0,11000000
566,Unfurnished,North,,Freehold,0,13500000
567,Semi-Furnished,North - West,1 Covered,Freehold,0,12000000
568,Unfurnished,,,,2500000,15000000
569,Unfurnished,North - East,,Freehold,0,17800000
570,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,20500000
571,Unfurnished,West,,Freehold,500000,12500000
572,Unfurnished,East,,Freehold,2000000,20000000
573,Semi-Furnished,West,,Freehold,0,25000000
574,Semi-Furnished,East,"1 Covered, 1 Open",,0,10200000
575,Furnished,,"1 Covered, 2 Open",Freehold,0,140000000
576,Unfurnished,East,2 Covered,Freehold,0,20000000
577,Furnished,East,1 Covered,Freehold,500000,13000000
578,Furnished,,,,0,12500000
579,Unfurnished,North - East,,Freehold,18200000,18200000
580,Furnished,West,,Freehold,1000000,36500000
581,Unfurnished,West,1 Covered,Freehold,500000,11000000
582,Unfurnished,East,2 Covered,Freehold,0,26000000
583,Furnished,West,"1 Covered, 1 Open",Freehold,0,17000000
584,Unfurnished,East,1 Covered,Freehold,100000,14500000
585,Unfurnished,East,2 Covered,Freehold,1000000,40000000
586,Semi-Furnished,West,,Freehold,0,23700000
587,Semi-Furnished,West,4 Covered,Freehold,1000000,51800000
588,Furnished,,,,500000,12700000
589,Unfurnished,,,,0,16500000
590,Furnished,West,609 Open,Freehold,1000000,29900000
591,Furnished,West,1 Covered,Freehold,0,15000000
592,Unfurnished,East,1 Covered,Freehold,1000000,10000000
593,Unfurnished,West,2 Covered,Freehold,0,10600000
594,Semi-Furnished,East,,Freehold,0,42500000
595,Unfurnished,East,"1 Covered, 6 Open",Freehold,0,19000000
596,Semi-Furnished,East,,Freehold,0,11100000
597,,East,2 Open,Freehold,1000000,132500000
598,Unfurnished,East,1 Open,Freehold,500000,11800000
599,Unfurnished,North,1 Covered,Freehold,500000,13000000
600,Unfurnished,North,2 Covered,Freehold,0,49400000
601,Semi-Furnished,West,3 Covered,Freehold,0,22000000
602,Unfurnished,West,,Freehold,100000,14500000
603,Semi-Furnished,South,1 Covered,Freehold,0,9200000
604,Semi-Furnished,,,,0,9500000
605,Furnished,,,,1000000,23500000
606,Semi-Furnished,West,2 Covered,Freehold,5000000,66000000
607,Unfurnished,West,,Freehold,0,45100000
608,Unfurnished,East,,Freehold,100000,10000000
609,Semi-Furnished,East,1 Covered,Freehold,0,20500000
610,Furnished,East,,Freehold,0,10000000
611,Unfurnished,East,2 Covered,Freehold,1000000,34000000
612,Furnished,North,1 Covered,Freehold,0,60000000
613,Unfurnished,West,,Freehold,0,9600000
614,Unfurnished,North - East,,Freehold,500000,12800000
615,Unfurnished,,,,500000,12000000
616,Furnished,West,,Freehold,1000000,21000000
617,Unfurnished,North,,Freehold,5000000,21000000
618,Semi-Furnished,,,,0,37500000
619,Furnished,East,,Freehold,0,21000000
620,Semi-Furnished,East,,Freehold,0,18000000
621,Unfurnished,West,2 Covered,Freehold,3320000,16600000
622,Unfurnished,East,,Freehold,500000,9900000
623,Unfurnished,West,,Freehold,0,11500000
624,Unfurnished,East,1 Covered,Freehold,200000,13000000
625,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,15900000
626,Semi-Furnished,East,2 Open,Freehold,200000,17500000
627,Semi-Furnished,West,1 Covered,Freehold,500000,12700000
628,Semi-Furnished,East,"2 Covered, 1 Open",Freehold,0,27000000
629,Unfurnished,East,,,0,30000000
630,Furnished,,,,0,24500000
631,Unfurnished,South - East,"2 Covered, 2 Open",Freehold,0,20000000
632,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,9500000
633,Semi-Furnished,South,,Freehold,0,16200000
634,Furnished,North,,Co-operative Society,0,11000000
635,Furnished,West,1 Covered,Freehold,500000,16700000
636,Unfurnished,North - East,1 Covered,Freehold,100000,18500000
637,Unfurnished,East,1 Covered,Freehold,0,12200000
638,Semi-Furnished,,,,0,18000000
639,Unfurnished,West,,Freehold,5000000,26000000
640,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,18000000
641,Unfurnished,North,,Freehold,0,12000000
642,Unfurnished,East,,Freehold,100000,9500000
643,Furnished,West,,Freehold,0,16000000
644,Semi-Furnished,East,1 Open,Freehold,500000,18000000
645,Semi-Furnished,West,,Freehold,0,12000000
646,Semi-Furnished,East,1 Covered,Freehold,200000000,62000000
647,Furnished,,,,0,24000000
648,Semi-Furnished,West,4 Covered,Freehold,500000,19000000
649,Semi-Furnished,West,,Freehold,2000000,18000000
650,Unfurnished,North,,Freehold,0,14000000
651,Furnished,East,,Freehold,1500000,14500000
652,Furnished,,,,0,10500000
653,Unfurnished,East,,Freehold,100000,15500000
654,Semi-Furnished,,,,200000,22000000
655,Semi-Furnished,East,,Freehold,0,10000000
656,Unfurnished,,,,2000000,14500000
657,Furnished,East,,,200000,18500000
658,Unfurnished,,"1 Covered, 1 Open",,2500000,32000000
659,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,1000000,29000000
660,Semi-Furnished,East,,Freehold,0,41200000
661,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,15500000
662,Semi-Furnished,East,,Freehold,0,12500000
663,Furnished,West,,Freehold,0,115000000
664,Unfurnished,West,,,0,30700000
665,Unfurnished,North - East,2 Covered,Freehold,1000000,21800000
666,Unfurnished,East,"1 Covered, 1 Open",Freehold,1000000,9900000
667,Semi-Furnished,East,,Freehold,500000,13000000
668,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,15200000
669,Unfurnished,North,,Freehold,500000,10900000
670,Furnished,North,,Freehold,0,20500000
671,,East,1 Covered,Freehold,0,24500000
672,Unfurnished,,,,1000000,22500000
673,Unfurnished,West,2 Covered,Freehold,100000,22000000
674,Semi-Furnished,East,2 Covered,Freehold,100000,30500000
675,Unfurnished,West,,Freehold,0,10500000
676,Semi-Furnished,East,,Freehold,0,13500000
677,Semi-Furnished,West,1 Covered,Freehold,0,15300000
678,Unfurnished,West,,Freehold,1000000,26500000
679,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,17000000
680,Unfurnished,West,,Freehold,0,11600000
681,Unfurnished,East,,Freehold,1000000,11100000
682,Unfurnished,West,1 Covered,Freehold,3000000,21500000
683,Unfurnished,West,,,0,14500000
684,Unfurnished,North - East,,Freehold,0,255900000
685,Semi-Furnished,North - East,,Freehold,0,20700000
686,Semi-Furnished,North,,Freehold,100000,16000000
687,Unfurnished,East,1 Covered,Freehold,0,31000000
688,Unfurnished,,,,1000000,27000000
689,Semi-Furnished,North,,Freehold,0,25000000
690,Semi-Furnished,North,"2 Covered, 1 Open",Freehold,500000,27500000
691,Unfurnished,West,,,0,21300000
692,Unfurnished,West,,Freehold,0,18100000
693,Furnished,North,"2 Covered, 1 Open",Freehold,2000000,18300000
694,Unfurnished,West,,Freehold,0,40000000
695,Semi-Furnished,East,,Freehold,0,35000000
696,Unfurnished,East,,Freehold,0,70000000
697,Unfurnished,West,,Freehold,0,34500000
698,Unfurnished,East,1 Covered,Freehold,0,11000000
699,Unfurnished,East,1 Open,Freehold,0,17500000
700,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,13500000
701,Unfurnished,South - East,2 Covered,Freehold,500000,39000000
702,Unfurnished,,,,2500000,35000000
703,Unfurnished,East,1 Covered,Freehold,500000,29900000
704,Unfurnished,,,Freehold,0,16000000
705,Unfurnished,West,,Freehold,500000,25500000
706,Furnished,North - East,,,0,18000000
707,Furnished,North,"1 Covered, 2 Open",Freehold,500000,15800000
708,Furnished,,,,500000,17000000
709,Furnished,North,"1 Covered, 2 Open",Freehold,0,25000000
710,Semi-Furnished,West,,Freehold,0,12000000
711,Unfurnished,West,,Freehold,0,22900000
712,Unfurnished,West,,Freehold,0,14700000
713,Furnished,East,"1 Covered, 1 Open",Freehold,0,10500000
714,Semi-Furnished,East,,Freehold,50000,17000000
715,Semi-Furnished,North - East,,Freehold,0,10600000
716,Semi-Furnished,North - West,3 Covered,Freehold,2500000,46500000
717,Semi-Furnished,West,,Freehold,0,16000000
718,Unfurnished,,,,0,19100000
719,Semi-Furnished,South -West,,Freehold,0,12500000
720,Unfurnished,East,1 Covered,Freehold,2,15000000
721,Unfurnished,North,,Freehold,0,17000000
722,Semi-Furnished,East,,Freehold,0,40000000
723,Furnished,West,,Freehold,0,25000000
724,Unfurnished,East,,Freehold,0,21200000
725,Unfurnished,East,,Freehold,0,11800000
726,Furnished,North - East,,Freehold,0,100000000
727,Unfurnished,,,,0,26000000
728,Unfurnished,North - East,,Freehold,0,26000000
729,Unfurnished,West,"1 Covered, 1 Open",Freehold,1000000,19900000
730,Unfurnished,North,1 Covered,Freehold,0,15000000
731,Furnished,West,"1 Covered, 1 Open",Freehold,0,20000000
732,Furnished,North,1 Covered,Freehold,500000,14000000
733,Semi-Furnished,East,1 Covered,Freehold,0,22500000
734,Furnished,West,1 Covered,Freehold,0,11500000
735,Unfurnished,West,"1 Covered, 1 Open",Freehold,500000,12700000
736,Unfurnished,East,,Freehold,500000,9500000
737,Furnished,East,,Freehold,0,12000000
738,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,12000000
739,Unfurnished,East,,Freehold,0,12000000
740,Furnished,East,"1 Covered, 1 Open",Freehold,500000,23200000
741,Unfurnished,West,,Freehold,200000,9500000
742,Furnished,,,,0,25000000
743,Unfurnished,West,,Freehold,500000,20200000
744,Semi-Furnished,,,,0,140000000
745,Semi-Furnished,,,,0,12000000
746,,East,2 Covered,Freehold,1500000,15000000
747,Unfurnished,West,,Freehold,0,20000000
748,Unfurnished,West,2 Covered,Freehold,1500000,17000000
749,Unfurnished,North - West,,Freehold,0,9800000
750,Semi-Furnished,West,,Freehold,0,22500000
751,Semi-Furnished,North - West,,Freehold,0,10500000
752,Furnished,West,,Freehold,0,18300000
753,Semi-Furnished,West,,Freehold,500000,13000000
754,Semi-Furnished,West,,Freehold,0,35000000
755,Unfurnished,West,,Freehold,0,13500000
756,Unfurnished,West,,Freehold,0,37200000
757,Unfurnished,West,,Freehold,0,21000000
758,Furnished,East,2 Covered,Freehold,500000,12800000
759,Semi-Furnished,West,2 Covered,Freehold,0,149900000
760,Unfurnished,East,,Freehold,0,23000000
761,Unfurnished,North,,Freehold,0,26600000
762,Unfurnished,West,1 Covered,Freehold,0,10600000
763,Unfurnished,,,,50000,14000000
764,Furnished,South,1 Covered,Freehold,500000,14000000
765,Unfurnished,East,,Freehold,0,10900000
766,Unfurnished,East,,Freehold,0,11800000
767,Furnished,West,,Freehold,0,36000000
768,Furnished,North,2 Covered,Co-operative Society,500000,50000000
769,Semi-Furnished,West,,Freehold,0,35000000
770,Unfurnished,East,,Freehold,500000,15000000
771,Unfurnished,East,,Freehold,5000000,46000000
772,Semi-Furnished,West,1 Covered,Freehold,0,20000000
773,Unfurnished,West,,Co-operative Society,0,11000000
774,Unfurnished,East,,Freehold,200000,11000000
775,Semi-Furnished,West,2 Covered,Freehold,0,21000000
776,Semi-Furnished,East,1 Covered,Freehold,0,10800000
777,Unfurnished,West,,Freehold,500000,12500000
778,Unfurnished,East,,,0,13000000
779,Semi-Furnished,East,,Freehold,500000,41000000
780,Furnished,East,,Freehold,100000,27500000
781,Semi-Furnished,West,,Freehold,2000000,16000000
782,Unfurnished,East,1 Covered,Freehold,500000,13600000
783,Unfurnished,East,"2 Covered, 2 Open",Freehold,0,16900000
784,Furnished,West,"1 Covered, 2 Open",,0,125000000
785,Unfurnished,South - East,,Freehold,0,13000000
786,Unfurnished,North - East,2 Covered,Freehold,0,11200000
787,Unfurnished,West,2 Covered,Freehold,0,15000000
788,Unfurnished,West,,Freehold,500000,18500000
789,Unfurnished,East,2 Covered,Freehold,500000,14900000
790,Unfurnished,,,,0,37500000
791,Unfurnished,West,,Freehold,0,13600000
792,Semi-Furnished,East,,Freehold,200000,21000000
793,Semi-Furnished,East,1 Covered,,0,10500000
794,Unfurnished,East,"2 Covered, 2 Open",Freehold,0,14800000
795,Unfurnished,North,2 Covered,Freehold,0,12000000
796,Furnished,North - West,,Freehold,0,69900000
797,Unfurnished,East,,Freehold,0,18000000
798,Unfurnished,East,"1 Covered, 1 Open",,0,11000000
799,Semi-Furnished,North - East,,Freehold,0,15900000
800,Furnished,South,,Freehold,0,32000000
801,Furnished,South,,Freehold,0,18000000
802,Unfurnished,West,,Freehold,200000,22000000
803,Furnished,West,1 Covered,Freehold,0,45000000
804,Unfurnished,South - East,"2 Covered, 1 Open",Freehold,0,26200000
805,Semi-Furnished,West,2 Covered,Freehold,0,14500000
806,Unfurnished,West,2 Covered,Freehold,0,22000000
807,Unfurnished,West,2 Covered,Freehold,500000,10700000
808,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,800000,23000000
809,Furnished,East,,Freehold,1000000,20000000
810,Semi-Furnished,South,,Freehold,12500000,50000000
811,Semi-Furnished,,,,200000,10200000
812,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,0,10000000
813,Semi-Furnished,East,,Freehold,0,25000000
814,Semi-Furnished,West,,Freehold,0,14000000
815,Unfurnished,West,,Freehold,200000,23500000
816,Unfurnished,North - West,2 Covered,Freehold,100000,14600000
817,Unfurnished,North - East,,Freehold,4500000,19900000
818,Furnished,East,1 Covered,Freehold,100000,17000000
819,Unfurnished,East,2 Covered,Freehold,0,27000000
820,Unfurnished,East,5 Covered,Freehold,200000,15000000
821,Semi-Furnished,East,1 Covered,Freehold,500000,13000000
822,Unfurnished,West,,Freehold,500000,14000000
823,Unfurnished,North - West,1 Covered,Freehold,0,9300000
824,Unfurnished,North,2 Covered,Freehold,0,14500000
825,Semi-Furnished,,,,0,13700000
826,Furnished,East,"1 Covered, 1 Open",Freehold,0,22000000
827,Unfurnished,,,,0,18900000
828,Unfurnished,West,1 Covered,,0,19800000
829,Unfurnished,West,1 Covered,Freehold,500000,16500000
830,Unfurnished,South,,Freehold,0,10000000
831,Unfurnished,West,1 Covered,Freehold,200000,12500000
832,Unfurnished,,,,0,17500000
833,Unfurnished,East,1 Covered,Freehold,500000,10100000
834,Unfurnished,West,1 Covered,Freehold,500000,10500000
835,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,9400000
836,Unfurnished,,,,0,13800000
837,Unfurnished,East,1 Covered,Freehold,0,25200000
838,Unfurnished,West,,Freehold,0,17800000
839,Semi-Furnished,,,,0,14000000
840,Semi-Furnished,West,2 Covered,Freehold,0,14000000
841,Unfurnished,East,,Freehold,1000000,67000000
842,Semi-Furnished,East,,Freehold,0,15500000
843,Furnished,West,,Freehold,0,20500000
844,Furnished,West,2 Covered,Freehold,0,31000000
845,Unfurnished,East,"1 Covered, 1 Open",Freehold,100000,23000000
846,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,11000000
847,Furnished,West,2 Covered,Freehold,0,85000000
848,Semi-Furnished,West,,Freehold,1000000,29000000
849,Unfurnished,,,,5000000,15000000
850,Unfurnished,West,,Freehold,500000,10500000
851,Furnished,North,1 Covered,Freehold,1500000,11000000
852,Furnished,East,,Freehold,240000,12000000
853,Unfurnished,East,"2 Covered, 2 Open",Freehold,0,33000000
854,Furnished,East,,,0,9500000
855,Unfurnished,West,2 Covered,Freehold,1000000,19500000
856,Unfurnished,East,,Freehold,1000000,15500000
857,Unfurnished,West,1 Covered,Freehold,500000,10500000
858,Unfurnished,West,,Freehold,0,21000000
859,Semi-Furnished,North,1 Open,Freehold,0,15000000
860,Semi-Furnished,North - West,,Freehold,0,38000000
861,Unfurnished,West,,Freehold,0,13900000
862,Furnished,West,2 Covered,Freehold,400000,34300000
863,Unfurnished,West,1 Covered,Freehold,10000000,75000000
864,Unfurnished,West,2 Covered,Freehold,1000000,20600000
865,Unfurnished,,,,0,17200000
866,Unfurnished,West,,Freehold,0,49800000
867,Unfurnished,West,,Freehold,0,21200000
868,Furnished,West,"1 Covered, 1 Open",Freehold,0,13000000
869,Furnished,,,,0,9500000
870,Unfurnished,North,,Freehold,0,18200000
871,Semi-Furnished,East,,Freehold,0,40800000
872,Furnished,East,"1 Covered, 1 Open",Freehold,0,29000000
873,Unfurnished,West,,Leasehold,0,33000000
874,Unfurnished,West,2 Open,,500000,26500000
875,Semi-Furnished,East,,Freehold,0,47000000
876,Furnished,East,,Freehold,0,13000000
877,Unfurnished,East,,Freehold,0,12000000
878,Semi-Furnished,West,,Freehold,500000,23500000
879,Unfurnished,West,,Freehold,2500000,15000000
880,Unfurnished,North - East,,Freehold,500000,21000000
881,Semi-Furnished,East,1 Covered,Freehold,1000000,44900000
882,Unfurnished,East,,Freehold,3000000,14600000
883,Unfurnished,East,,Freehold,0,16500000
884,Furnished,East,,Freehold,9500000,19500000
885,Semi-Furnished,West,1 Covered,Freehold,500000,13500000
886,Unfurnished,East,,Freehold,0,15000000
887,Semi-Furnished,East,1 Covered,Freehold,0,14500000
888,Unfurnished,East,2 Covered,Freehold,500000,30000000
889,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,100000,10500000
890,Unfurnished,East,2 Covered,Power Of Attorney,0,23000000
891,Unfurnished,West,,Freehold,2000000,15000000
892,Furnished,West,1 Covered,,3500000,18000000
893,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,0,12500000
894,Unfurnished,West,,Freehold,1000000,19900000
895,Semi-Furnished,West,1 Covered,Freehold,0,10500000
896,Semi-Furnished,East,1 Covered,Co-operative Society,0,37700000
897,Semi-Furnished,South,,Power Of Attorney,0,22000000
898,Furnished,East,2 Covered,Freehold,1000000,17500000
899,Unfurnished,West,"1 Covered, 1 Open",Freehold,1000000,25000000
